price,Brand,num_votes,Ratings,thickness,weight,warranty,screen_size,ppi,threads,ram,antiglare1,aspect_ratio1,touch_screen1,cores1,battery_capacity,battery_cell,hdmi1,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,inbuilt_microphone,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,resolution_width,resolution_height,hdd,ssd,laptop_model
69990,Apple,14846.0,4.7,16.1,1.29,1.0,13.3,227,,8,0,,0,8.0,49.9,,0,0,0,1,0,0,1,0,1,,2.0,2.0,,apple,M1,apple,,Integrated,0,0,1,0,2560.0,1600.0,,256.0,Apple MacBook Air 2020 MGND3HN Laptop (Apple M1/ 8GB/ 256GB/ MacOS)
55999,HP,97.0,4.3,23.5,2.29,1.0,15.6,141,12.0,8,1,,1,6.0,52.5,,1,1,1,0,0,0,1,0,1,,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,1920.0,1080.0,,512.0,HP Victus 15-fb0147AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph)
85990,Asus,68.0,4.4,25.0,2.2,1.0,15.6,141,20.0,16,1,,0,14.0,76.0,4.0,1,1,0,1,0,0,1,0,1,,2.0,2.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,1920.0,1080.0,,1024.0,Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph)
49990,Samsung,332.0,4.3,18.5,1.8,1.0,15.6,141,12.0,16,1,,0,10.0,43.0,4.0,1,1,0,0,0,0,0,0,1,1.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,1920.0,1080.0,,512.0,Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11)
67190,Dell,119.0,4.35,26.9,2.57,1.0,15.6,141,16.0,16,1,,0,12.0,56.0,3.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,1920.0,1080.0,,512.0,Dell Inspiron 5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph)
45990,HP,66.0,4.25,17.9,1.69,1.0,15.6,141,12.0,16,1,,0,6.0,,3.0,1,0,1,0,0,0,1,0,1,,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,HP 15s-eq2132AU Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home)
34990,Acer,250.0,3.85,21.6,1.49,1.0,14.0,135,8.0,16,0,,0,4.0,45.5,2.0,1,1,0,0,0,0,0,0,1,1.0,2.0,1.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,Acer One 14 Z8-415 2023 Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home)
59990,Acer,233.0,4.2,0.0,2.1,1.0,15.6,141,12.0,16,1,,0,8.0,50.0,3.0,1,1,0,1,0,0,1,1,1,,3.0,1.0,12.0,intel,i5,nvidia,4.0,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
58990,Asus,169.0,4.3,0.0,1.8,1.0,15.6,141,16.0,16,1,16:09 Aspect Ratio,0,12.0,70.0,3.0,1,0,0,1,0,0,1,1,1,1.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Asus Vivobook S15 2022 K3502ZA-KJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11)
57990,Asus,166.0,4.4,24.5,2.3,1.0,15.6,141,12.0,8,1,16:9 Aspect Ratio,0,6.0,90.0,3.0,1,1,0,1,0,0,1,0,1,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,1920.0,1080.0,,512.0,Asus TUF Gaming F15 FX506HF-HN024W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph)
62990,HP,263.0,4.1,23.5,2.48,1.0,16.1,137,12.0,16,1,16:9 Aspect Ratio,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,1,,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,1920.0,1080.0,,512.0,HP Victus 16-d0311TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph)
44990,Samsung,335.0,4.2,18.5,1.8,1.0,15.6,141,12.0,8,1,,0,10.0,43.0,4.0,1,1,0,0,0,0,0,0,1,1.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,1920.0,1080.0,,512.0,Samsung Galaxy Book2 NP550XED-KA1IN 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11)
41990,HP,1624.0,4.2,17.9,1.69,1.0,15.6,141,8.0,8,1,16:9 Aspect Ratio,0,6.0,41.0,3.0,1,0,1,0,0,0,1,0,1,,2.0,1.0,12.0,intel,i3,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,HP 15s-fq5007TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home)
79990,Acer,99.0,4.45,25.9,2.6,1.0,15.6,141,12.0,16,1,,0,8.0,,,1,1,0,0,0,0,1,0,1,,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,1920.0,1080.0,,512.0,Acer Nitro V ANV15-51 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph)
64990,Asus,349.0,4.0,19.9,1.7,1.0,15.6,141,16.0,16,1,16:09 Aspect Ratio,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Asus Vivobook 15 X1502ZA-EJ741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11)
62990,Acer,236.0,4.55,17.9,1.4,1.0,14.0,243,16.0,16,1,16:10 Aspect Ratio,0,12.0,,3.0,1,0,0,1,0,0,1,1,1,,2.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,2880.0,1800.0,,512.0,Acer Swift 3 OLED NX.KAWSI.002 Laptop (12th Gen Core i5/ 16GB/ 512B SSD/ Win11 Home)
59990,Lenovo,69.0,4.0,0.0,1.7,1.0,15.6,141,12.0,16,1,,0,10.0,,3.0,1,1,1,0,0,0,1,0,1,,2.0,2.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Lenovo Thinkpad E15 G4 21DJA0Y0IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home)
80980,Asus,90.0,4.25,22.8,2.2,1.0,15.6,141,16.0,16,1,16:9 Aspect Ratio,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,1,,3.0,1.0,11.0,intel,i7,nvidia,4.0,rtx3050,0,0,0,1,1920.0,1080.0,,1024.0,Asus TUF Gaming F15 FX506HE-HN385WS Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph)
38490,HP,163.0,4.15,0.0,1.4,1.0,14.0,157,8.0,8,1,,0,8.0,41.0,3.0,1,0,0,0,0,0,0,0,1,,2.0,1.0,13.0,intel,i3,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,HP 14-ep0068TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home)
61990,Asus,153.0,4.4,19.9,1.8,1.0,16.0,283,16.0,16,1,16:10 Aspect Ratio,0,8.0,,,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,1920.0,1200.0,,512.0,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home)
37990,Infinix,219.0,4.15,14.8,1.24,1.0,14.0,157,12.0,16,0,,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,1,,,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home)
148990,Lenovo,87.0,4.2,0.0,,1.0,16.0,236,20.0,32,1,16:10 Aspect Ratio,0,14.0,99.0,3.0,1,1,0,1,0,0,1,0,1,,3.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,0,1,3200.0,2000.0,,1024.0,Lenovo Legion Y9000X 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph)
71960,HP,104.0,4.35,23.5,2.29,1.0,15.6,141,12.0,16,1,,0,8.0,70.0,4.0,1,1,1,0,0,0,1,0,1,,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,1920.0,1080.0,,512.0,HP Victus 15-fa0555TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
46990,Honor,442.0,4.2,17.0,1.43,1.0,14.0,162,12.0,16,1,16:9 Aspect Ratio,0,8.0,60.0,,1,0,0,0,0,0,1,1,1,,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,1920.0,1200.0,,512.0,Honor MagicBook X14 2023 FRI-F56 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home)
25990,Wings,92.0,4.5,18.4,1.6,1.0,15.6,141,8.0,8,1,,0,4.0,17.85,,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,1,0,0,1080.0,1920.0,,256.0,Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11)
49990,Acer,458.0,4.15,19.9,2.1,1.0,15.6,141,12.0,16,0,,0,8.0,,3.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,12.0,intel,i5,nvidia,4.0,gtx1650,0,0,1,0,1920.0,1080.0,,512.0,Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
63990,MSI,713.0,4.3,21.7,1.86,2.0,15.6,141,16.0,16,1,,0,8.0,,3.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,11.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,1920.0,1080.0,1024.0,0.0,MSI GF63 Thin 11UC-1294IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph)
64990,MSI,705.0,4.3,21.7,1.86,2.0,15.6,141,16.0,16,1,,0,8.0,52.4,3.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,11.0,intel,i7,nvidia,4.0,rtx3050,0,0,0,1,1920.0,1080.0,,512.0,MSI GF63 Thin 11UC-1293IN Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
37516,Dell,478.0,4.1,21.0,1.65,1.0,15.6,141,8.0,8,1,,0,6.0,41.0,3.0,1,0,1,0,1,0,0,0,1,1.0,2.0,,12.0,intel,i3,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,Dell Inspiron 3520 D560896WIN9B Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11)
53981,Asus,149.0,4.25,20.0,1.88,1.0,16.0,142,12.0,16,1,16:10 Aspect Ratio,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,0,1,1920.0,1200.0,,512.0,Asus Vivobook 16X 2022 M1603QA-MB511WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home)
22980,HP,1043.0,3.55,19.9,1.47,1.0,14.0,112,,8,1,,0,,,,1,1,1,0,0,0,0,0,1,,2.0,1.0,,amd,3,amd,,Integrated,1,0,0,0,1366.0,768.0,1024.0,0.0,HP 247 G8 67U77PA Laptop (Athlon P-3045B HD/ 8GB/ 1TB HDD/ Win11)
46990,Xiaomi,2073.0,4.2,17.9,1.7,1.0,15.6,242,8.0,16,0,16:10 Aspect Ratio,0,4.0,,,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,3200.0,2000.0,,512.0,Xiaomi Mi Notebook Ultra Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10)
56990,Lenovo,76.0,4.7,0.0,1.46,1.0,14.0,141,12.0,16,1,,0,8.0,56.6,,1,0,0,0,0,0,1,0,1,,2.0,2.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11)
29990,Infinix,154.0,4.35,211.1,1.24,1.0,14.0,157,8.0,8,0,16:9 Aspect Ratio,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,1,,,2.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home)
89990,Asus,107.0,4.55,30.4,2.5,1.0,16.0,142,16.0,16,1,16:10 Aspect Ratio,0,10.0,,4.0,1,0,0,1,0,0,1,0,1,,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx3050,0,0,0,1,1920.0,1200.0,,512.0,Asus ROG Strix G16 2023 G614JJ-N3086WS Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph)
55990,Asus,73.0,4.0,0.0,1.7,1.0,15.6,141,16.0,8,1,16:09 Aspect Ratio,0,12.0,42.0,3.0,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11)
27990,Acer,141.0,4.35,19.7,1.59,1.0,15.6,141,4.0,8,1,16:9 Aspect Ratio,0,2.0,36.0,3.0,1,1,1,0,0,0,0,0,1,1.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11)
24990,Acer,1153.0,4.1,21.6,1.5,1.0,14.0,157,4.0,8,1,,0,2.0,45.5,,1,1,0,0,0,0,0,0,1,1.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,1920.0,1080.0,,256.0,Acer One 14 Z8-415UN.599SI.009 Laptop (11th Gen Core i3 / 8GB/ 256GB SSD/ Win11 Home)
32990,Acer,783.0,3.95,21.6,1.5,1.0,14.0,135,8.0,8,0,,0,4.0,45.5,2.0,1,1,0,0,0,0,0,0,1,1.0,2.0,1.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,Acer One 14 Z8-415 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home)
36850,HP,106.0,4.0,17.9,1.75,1.0,15.6,100,12.0,8,1,,0,6.0,41.0,3.0,1,1,1,0,0,0,0,0,1,,2.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,1366.0,768.0,,512.0,HP 255 G9 7B1L8PA Laptop (AMD Ryzen 5 5625U/ 8GB/ 512 GB SSD/ Win11 Home)
36990,Lenovo,159.0,3.95,19.9,1.7,1.0,15.6,147,12.0,8,1,,0,6.0,38.0,,1,1,0,0,0,0,0,0,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Lenovo V15 82C70005UK Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home)
67990,Dell,246.0,4.3,26.9,2.57,1.0,15.6,141,16.0,8,1,,0,12.0,41.0,3.0,1,1,0,0,0,0,1,0,1,1.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,1920.0,1080.0,,512.0,Dell G15-5520 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph)
18990,Lenovo,60.0,4.2,0.0,1.8,1.0,14.0,157,2.0,8,1,,0,2.0,,,1,0,1,0,0,0,0,0,1,1.0,1.0,1.0,,amd,3,amd,,Integrated,1,0,0,0,1920.0,1080.0,,256.0,Lenovo E41-55 Laptop (Athlon Pro 3045B/ 8GB/ 256 SSD/ Win11)
35980,Dell,1375.0,4.1,23.5,1.8,1.0,15.56,147,4.0,8,0,16:9 Aspect Ratio,0,2.0,,3.0,1,0,1,0,0,0,1,0,1,1.0,2.0,,11.0,intel,i3,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,Dell Inspiron 3511 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home)
80990,HP,104.0,4.0,22.9,2.31,1.0,16.1,137,16.0,16,1,16:9 Aspect Ratio,0,8.0,70.0,4.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,7.0,amd,7,nvidia,6.0,rtx3050,0,0,0,1,1920.0,1080.0,,512.0,HP Victus 16-s0095AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512B SSD/ Win11/ 6GB Graph)
53999,HP,107.0,4.3,242.0,1.69,1.0,15.6,141,12.0,8,1,16:9 Aspect Ratio,0,10.0,41.0,3.0,1,0,1,0,0,0,0,0,1,,,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,HP 15S-FQ5202TU Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11)
58989,Lenovo,110.0,4.6,17.9,1.89,1.0,16.0,141,12.0,16,1,16:10 Aspect Ratio,0,8.0,56.6,,1,0,0,0,0,0,1,0,1,,2.0,2.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,Lenovo IdeaPad Slim 5 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11)
126990,MSI,110.0,4.1,24.9,2.25,2.0,15.6,141,20.0,16,1,,0,14.0,53.5,3.0,1,1,0,0,0,0,1,0,1,1.0,2.0,1.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,1,0,1920.0,1080.0,,1024.0,MSI Katana 15 B13VFK-843IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph)
42999,Acer,154.0,3.75,19.7,1.59,1.0,15.6,141,8.0,16,1,16:9 Aspect Ratio,0,4.0,36.0,3.0,1,1,1,0,0,0,0,0,1,1.0,2.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11)
84499,Dell,118.0,4.05,19.5,1.59,1.0,14.0,141,16.0,16,1,16:10 Aspect Ratio,0,12.0,54.0,4.0,1,0,1,0,0,0,1,1,1,,2.0,1.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,1920.0,1200.0,,1024.0,Dell Inspiron 5430 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11)
30990,Infinix,423.0,4.3,14.8,1.24,1.0,14.0,157,4.0,8,0,,0,2.0,50.0,,1,0,0,0,0,0,1,0,1,,2.0,2.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,1920.0,1080.0,,256.0,Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home)
74990,HP,68.0,4.55,17.9,1.75,1.0,15.6,141,16.0,16,1,,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,1,,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home)
62750,HP,439.0,4.35,23.5,2.46,1.0,16.1,137,12.0,16,1,16:9 Aspect Ratio,0,6.0,70.0,4.0,1,1,1,0,1,0,1,0,1,,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,1920.0,1080.0,,512.0,HP Victus 16-d0333TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph)
65990,Asus,251.0,4.3,19.9,1.8,1.0,15.6,141,12.0,16,1,16:9 Aspect Ratio,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,1920.0,1080.0,,512.0,Asus Vivobook Pro 15 M6500QC-HN542WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph)
11990,Primebook,1923.0,4.2,19.3,1.2,1.0,11.6,135,,4,0,,0,8.0,,,0,0,0,0,0,0,0,0,1,,2.0,,,mediatek,7,arm,,Integrated,1,0,0,0,1366.0,768.0,64.0,0.0,Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 64GB eMMC/ Android 11)
49990,Acer,750.0,4.0,17.9,1.8,1.0,15.6,141,16.0,16,1,,0,12.0,,3.0,1,1,0,1,0,0,1,0,1,,2.0,2.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,1920.0,1080.0,,512.0,Acer Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
72990,Dell,504.0,4.15,26.9,2.57,1.0,15.6,141,16.0,16,1,,0,12.0,56.0,3.0,1,1,0,0,0,0,1,0,1,1.0,3.0,,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,1920.0,1080.0,,512.0,Dell G15-5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
29990,Asus,91.0,4.55,19.9,1.8,1.0,15.6,141,4.0,8,1,16:9 Aspect Ratio,0,2.0,37.0,2.0,1,0,0,0,0,0,1,1,1,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,1920.0,1080.0,,256.0,Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11)
144990,Acer,101.0,4.65,2.6,2.6,1.0,16.0,142,32.0,16,1,,0,24.0,90.0,4.0,1,1,0,1,0,0,1,0,1,,3.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,1920.0,1200.0,,1024.0,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph)
109990,Asus,76.0,4.2,18.9,1.45,1.0,14.0,243,20.0,16,1,16:10 Aspect Ratio,0,14.0,63.0,3.0,1,0,0,0,0,0,1,1,1,,2.0,1.0,13.0,intel,i9,nvidia,4.0,rtx3050,0,0,1,0,2880.0,1800.0,,1024.0,Asus Vivobook 14X OLED 2023 K3405VCB-KM951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/4 GB Graphics)
