price,Brand,num_votes,num_reviews,Ratings,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,antiglare,aspect_ratio,touchscreen,processor,cores,threads,cache,graphic_card,ram,hard_disk,battery1,hdmi,wifi,usb,camera,others
89500,HP,57,,4.45,OS: Windows 11,"Utility: Everyday Use, Business, Performance",Thickness: 17 mmSlim,1.41 kgLight,1 Year Warranty,14 inchesAverage,1920 x 1080 pixelsAverage,~ 157 PPIAverage,Touch Screen,Touch Screen,Touch Screen,13th Gen Intel Core i7 1355U ,2 x (Turbo Speed upto 5 GHz) Performance Cores  8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated Iris Xe Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"['43\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",5 MP Camera,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
64990,Acer,127,4,4.6,OS: Windows 11,Utility: Performance,Thickness: 14.9 mmSlim,1.25 kgLight,1 Year Warranty,14 inchesSmall,2880 x 1800 pixelsGood,~ 243 PPIHigh,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i5 13500H,4 x (Turbo Speed upto 4.7 GHz) Performance Cores  8 x (Turbo Speed upto 3.5 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,Intel Integrated Iris Xe Graphics,16 GB LPDDR5 RAMLargest,512 GB SSD,"['65\u2009Wh, 4 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
129990,Acer,102,1,4.25,OS: Windows 11,Utility: Performance,Thickness: 2.6 mmUltra Slim,2.6 kgHeavy,1 Year Warranty,16 inchesLarge,2560 x 1600 pixelsGood,~ 142 PPIAverage,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i7 13700HX,8 x (Turbo Speed upto 5 GHz) Performance Cores  8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"16 Cores (8P + 8E), 24 Threads",30 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLarge",16 GB DDR5 RAMAverage,1 TB SSD,"['90\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
114990,Acer,166,3,4.5,OS: Windows 11,Utility: Performance,Thickness: 2.6 mmUltra Slim,2.6 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsAverage,~ 142 PPIAverage,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i7 13700HX,8 x (Turbo Speed upto 5 GHz) Performance Cores  8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"16 Cores (8P + 8E), 24 Threads",30 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"['90\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
99990,Acer,182,7,4.35,OS: Windows 11,Utility: Performance,2.6 kgHeavy,2.6 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsAverage,~ 142 PPIAverage,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i5 13500HX,6 x (Turbo Speed upto 4.7 GHz) Performance Cores  8 x (Turbo Speed upto 3.5 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMLargest,512 GB SSD,"['90\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
44990,HP,258,9,4.15,OS: Windows 11,Utility: Everyday Use,Thickness: 17.9 mmSlim,1.69 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
72799,HP,90,,4.7,OS: Windows 11,Utility: Gaming,Thickness: 22.5 mmThick,2.37 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 137 PPILow,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"['70\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
35990,HP,113,1,4,OS: Windows 11,"Utility: Business, Performance",Thickness: 17.9 mmSlim,Thickness: 17.9 mmSlim,1 Year Warranty,15.6 inchesAverage,1366 x 768 pixelsPoor,~ 100 PPILow,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i3 1115G4 ,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel Integrated UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
75999,HP,171,,4.1,OS: Windows 11,Utility: Gaming,Utility: Gaming,Utility: Gaming,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 137 PPILow,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"['52.5\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
69990,Asus,123,7,4.25,OS: Windows 11,Utility: Everyday Use,Thickness: 19 mmAverage,1.5 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1200 pixelsGood,~ 162 PPIHigh,Touch Screen,16:10 Aspect Ratio,16:10 Aspect Ratio,5th Gen AMD Ryzen 7 5800H,8 x 3.2 GHz (Turbo Speed upto 4.4 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,AMD Radeon Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,['3 Cell Battery'],HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
56990,Asus,884,21,4.3,OS: Windows 11,Utility: Performance,Thickness: 18.9 mmAverage,1.5 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1200 pixelsGood,~ 162 PPIHigh,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores  8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,Intel Integrated Iris Xe Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['70\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
58990,Asus,853,6,4.3,OS: Windows 11,Utility: Performance,Thickness: 18.9 mmAverage,1.5 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1200 pixelsGood,~ 162 PPIHigh,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores  8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,Intel Integrated Iris Xe Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"['70\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
49990,Asus,60,,4.2,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.63 kgLight,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,7th Gen AMD Ryzen 5 7520U,4 x 2.8 GHz (Turbo Speed upto 4.3 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon AMD Graphics,16 GB LPDDR5 RAMLargest,512 GB SSD,,HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
32990,Acer,"1,170",4,4.15,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 18.9 mmSlim,1.7 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,Intel Core i3 N305,8 x (Turbo Speed upto 3.8 GHz) Cores,"Octa Core, 8 Threads",6 MB Cache,Intel Integrated UHD Graphics,8 GB LPDDR5 RAMAverage,512 GB SSD,"['40\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",,
64990,Acer,129,1,4.2,OS: Windows 11,"Utility: Everyday Use, Gaming, Performance",Thickness: 26.9 mmThick,2.5 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,7th Gen AMD Ryzen 5 7535HS,6 x 3.3 GHz (Turbo Speed upto 4.55 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsLargest",8 GB DDR5 RAMAverage,512 GB SSD,"['57\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
44990,Asus,86,,3.9,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.63 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,7th Gen AMD Ryzen 5 7520U,4 x 2.8 GHz (Turbo Speed upto 4.3 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon AMD Graphics,16 GB LPDDR5 RAMLargest,512 GB SSD,['45\u2009Wh BatteryGood'],HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
34990,Acer,677,35,4.15,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 18.9 mmSlim,1.78 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,,,,7th Gen AMD Ryzen 5 7520U,4 x 2.8 GHz (Turbo Speed upto 4.3 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon AMD Graphics,8 GB LPDDR5 RAMAverage,512 GB SSD,"['40\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
39990,Asus,432,22,4.25,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.63 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,7th Gen AMD Ryzen 3 7320U,4 x 2.4 GHz (Turbo Speed upto 4.1 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon AMD Graphics,8 GB LPDDR5 RAMAverage,512 GB SSD,,HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
39990,Lenovo,83,,4.25,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.43 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
308990,MSI,70,,4.3,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 21 mmAverage,2.8 kgHeavy,2 Year Warranty,17.3 inchesLarge,3840 x 2160 pixelsGood,~ 255 PPIHigh,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i9 12900H,6 x 2.5 GHz (Turbo Speed upto 5 GHz) Performance Cores  8 x 1.8 GHz (Turbo Speed upto 3.8 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"16 GB, NVIDIA GeForce RTX 3080Ti GraphicsLargest",32 GB DDR5 RAMLargest,2 TB SSD,['4 Cell Battery'],"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
26990,Infinix,"1,944",27,4.1,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 18.2 mmAverage,1.76 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,10th Gen Intel Core i3 1005G1,2 x 1.2 GHz (Turbo Speed upto 3.4 GHz) Cores,"Dual Core, 4 Threads",4 MB Cache,Intel Integrated UHD Graphics,8 GB LPDDR4X RAMLargest,512 GB SSD,['50\u2009Wh BatteryGood'],HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C",2 MP Camera,"Backlit Keyboard, Inbuilt Microphone"
26990,Infinix,"2,193",18,4.2,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 18.2 mmAverage,1.76 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,10th Gen Intel Core i3 1005G1,2 x 1.2 GHz (Turbo Speed upto 3.4 GHz) Cores,"Dual Core, 4 Threads",4 MB Cache,Intel Integrated UHD Graphics,8 GB LPDDR4X RAMLargest,256 GB SSD,['50\u2009Wh BatteryGood'],HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C",2 MP Camera,"Backlit Keyboard, Inbuilt Microphone"
37990,HP,694,19,4.15,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.69 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
51990,HP,"2,315",25,4.3,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.69 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i5 1155G7,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,Intel Integrated Iris Xe Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
53990,Asus,140,5,4.3,OS: Windows 11,Utility: Gaming,Thickness: 20 mmThick,1.8 kgAverage,1 Year Warranty,16 inchesLarge,1200 x 1920 pixelsGood,~ 283 PPIHigh,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,5th Gen AMD Ryzen 5 5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,AMD Radeon Vega 7 Graphics,16 GB DDR4 RAMLarge,512 GB SSD,,HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
108000,Dell,99,,4.35,OS: Windows 11,Utility: Everyday Use,1.59 kgAverage,1.59 kgAverage,1 Year Warranty,14 inchesAverage,1366 x 768 pixelsBad,~ 112 PPILowest,16:9 Aspect Ratio,16:9 Aspect Ratio,16:9 Aspect Ratio,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMSmallest,512 GB SSD,['4 Cell Battery'],"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
83990,HP,110,,4.25,OS: Windows 11,"Utility: Business, Performance",Thickness: 18.6 mmAverage,1.6 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Touch Screen,Anti Glare,Anti Glare,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"['51\u2009Wh, 3 Cell BatteryGood']","HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C",5 MP Camera,"Backlit Keyboard, Inbuilt Microphone"
38990,MSI,356,2,4.25,OS: Windows 11,Utility: Performance,Thickness: 19.35 mmAverage,1.4 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i5 1155G7,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,Intel Integrated Iris Xe Graphics,16 GB DDR4 RAMLargest,512 GB SSD,['3 Cell Battery'],HDMI,"WiFi, Bluetooth v5.2","2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
44550,Dell,110,,4,OS: Windows 11,"Utility: Everyday Use, Performance",1.63 kgAverage,1.63 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 147 PPIHigh,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,7th Gen Amd Ryzen 5 7520U,4 x 2.8 GHz (Turbo Speed upto 4.3 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon Graphics Graphics,8 GB LPDDR5 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
89990,Infinix,115,9,4.05,OS: Windows 11,Utility: Performance,Thickness: 16.95 mmSlim,1.8 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores  8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,Intel Integrated Iris Xe Graphics,32 GB LPDDR5X RAMLargest,1 TB SSD,['70\u2009Wh BatteryGood'],"HDMI, Display Port","WiFi, Bluetooth v5.2","2 x USB 2.0, 2 x USB 3.0",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
143000,HP,91,,4.45,OS: Windows 11,Utility: Everyday Use,Thickness: 19.9 mmAverage,1.8 kgAverage,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsAverage,~ 142 PPILow,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i7 1255U,2 x 1.7 GHz (Turbo Speed upto 4.7 GHz) Performance Cores  8 x 1.2 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB DDR5 RAMAverage,1 TB SSD,"['51\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
42990,Acer,74,,4.75,OS: Windows 11,"Utility: Everyday Use, Gaming, Business, Performance",1.75 kgHeavy,1.75 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,13th Gen Intel Core i3 1315U,2 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores  4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel Iris Xe Graphics Graphics,8 GB LPDDR5 RAMAverage,512 GB SSD,"['50\u2009Wh, 3 Cell BatteryGood']","HDMI, Thunderbolt","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
354490,Dell,65,,4,OS: Windows 11,Utility: Everyday Use,Thickness: 19.5 mmSlim,2.44 kgAverage,1 Year Warranty,17 inchesAverage,3840 x 2400 pixelsBest,~ 266 PPIHigh,Touch Screen,Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores  8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4070 GraphicsSmall",32 GB DDR5 RAMAverage,1 TB SSD,"['97\u2009Wh, 6 Cell BatteryGood']","Thunderbolt, Multi Card Reader","WiFi, Bluetooth",4 x USB Type-C,,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
33900,Lenovo,101,,4.55,OS: DOS,"Utility: Everyday Use, Business, Performance, Gaming",Thickness: 19.9 mmAverage,1.7 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,['2 Cell Battery'],"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
66999,HP,69,,4.45,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 17.9 mmSlim,1.75 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,7th Gen AMD Ryzen 7 7730U,8 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,AMD Radeon Vega 8 Graphics Graphics,16 GB DDR4 RAMLargest,512 GB SSD,['3 Cell Battery'],HDMI,"WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
49990,Acer,458,9,4.15,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,2.1 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,,,,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",16 GB DDR4 RAMLargest,512 GB SSD,['3 Cell Battery'],"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
89990,Dell,100,,4.6,OS: Windows 11 ,"Utility: Everyday Use, Performance",Thickness: 18 mmAverage,1.91 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1080 pixelsAverage,~ 138 PPILow,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores  8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",,12 MB Cache,16 GB DDR4 RAMAverage,512 GB SSD,"['54\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
